,MREQ_Number,FFID,Date_and_Time_of_Request,Section,Order_Type,Item_Category,Item_Description,Quantity_Required,Unit,Unit_Price,Total_Cost,Category,Date_Required,Delivery_Location,Location_WBS,Activity_WBS,Current_Stage,Operational_Approval,Commercial_Approval,Buyer,Days_To_Delivery,Price_Unit_Lower_Bound_2SD,Price_Unit_Upper_Bound_2SD,Unit_Price_Annomaly
144,MREQ-5810-00488,5810,2018-08-30,Section 3,Material,Not on List,Not on List,10,Each,75.0,750.0,Builders Merchants (General),2018-09-04,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,PLM3 - Site Preliminaries,153a - Temporary Works - Site Infrastructure,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,0.0,978.6569290161133,0
162,MREQ-14542-001025,14542,2019-03-22,Section 4,Material,Not on List,Not on List,52747.62,Tonne,5.0,263738.1,Aggregate,2019-03-25,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,501 - Drains,Buyer - Closed,,Yes - Approve,REQ - Section 4 Buyers,3.0,4.081441313028336,5.918558686971664,0
169,MREQ-14613-001025,14613,2019-03-25,Section 4,Material,,Not on List,770,Each,4.27,3287.9,Blocks and Bricks,2019-04-01,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",BN20 - Bar Hill Junction West Bridge,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,0.0,342.1818542480469,0
171,MREQ-14613-001025,14613,2019-03-25,Section 4,Material,,Not on List,770,Roll,6.31,4858.7,Blocks and Bricks,2019-04-01,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",BN20 - Bar Hill Junction West Bridge,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,51.116275787353516,249.40679550170898,1
172,MREQ-14613-001025,14613,2019-03-25,Section 4,Material,,Not on List,23,Roll,177.0,4071.0,Blocks and Bricks,2019-04-01,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",BN20 - Bar Hill Junction West Bridge,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,51.116275787353516,249.40679550170898,0
173,MREQ-14613-001025,14613,2019-03-25,Section 4,Material,,Not on List,14,Roll,131.0,1834.0,Blocks and Bricks,2019-04-01,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",BN20 - Bar Hill Junction West Bridge,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,51.116275787353516,249.40679550170898,0
174,MREQ-14613-001025,14613,2019-03-25,Section 4,Material,,Not on List,58,Roll,178.0,10324.0,Blocks and Bricks,2019-04-01,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",BN20 - Bar Hill Junction West Bridge,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,51.116275787353516,249.40679550170898,0
175,MREQ-14613-001025,14613,2019-03-25,Section 4,Material,,Not on List,126,Roll,215.0,27090.0,Blocks and Bricks,2019-04-01,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",BN20 - Bar Hill Junction West Bridge,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,51.116275787353516,249.40679550170898,0
176,MREQ-14613-001025,14613,2019-03-25,Section 4,Material,,Not on List,232,Roll,235.0,54520.0,Blocks and Bricks,2019-04-01,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",BN20 - Bar Hill Junction West Bridge,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,51.116275787353516,249.40679550170898,0
177,MREQ-14613-001025,14613,2019-03-25,Section 4,Material,,Not on List,13,Box,33.57,436.41,Blocks and Bricks,2019-04-01,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",BN20 - Bar Hill Junction West Bridge,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,0.0,468.61096954345703,0
178,MREQ-14613-001025,14613,2019-03-25,Section 4,Material,,Not on List,80,Box,63.0,5040.0,Blocks and Bricks,2019-04-01,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",BN20 - Bar Hill Junction West Bridge,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,0.0,468.61096954345703,0
179,MREQ-14613-001025,14613,2019-03-25,Section 4,Material,,Not on List,45,Each,12.0,540.0,Blocks and Bricks,2019-04-01,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",BN20 - Bar Hill Junction West Bridge,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,0.0,342.1818542480469,0
180,MREQ-14613-001025,14613,2019-03-25,Section 4,Material,,Not on List,1,Each,100.0,100.0,Blocks and Bricks,2019-04-01,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",BN20 - Bar Hill Junction West Bridge,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,0.0,342.1818542480469,0
185,MREQ-14556-001025,14556,2019-03-22,Section 3,Material,Not on List,Not on List,1,Each,545.14,545.14,Small Tools (Consumables),2019-03-27,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,151 - Prelims attendant Labour and Equipment,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,0.0,1264.3756103515625,0
186,MREQ-14556-001025,14556,2019-03-22,Section 3,Material,Not on List,Not on List,1,Each,248.9,248.9,PPE,2019-03-27,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,103 - Staff  ,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,0.0,2104.5404663085938,0
188,MREQ-14588-001025,14588,2019-03-25,Section 4,Material,Not on List,Not on List,30,Each,78.44,2353.2,Plastic Drainage,2019-03-29,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,0.0,389.84692001342773,0
189,MREQ-14588-001025,14588,2019-03-25,Section 4,Material,Not on List,Not on List,60,Each,4.76,285.6,Plastic Drainage,2019-03-29,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,0.0,389.84692001342773,0
194,MREQ-14600-001025,14600,2019-03-25,Section 5,Material,Concrete Drainage,Not on List,50,No ,11.15,557.5,Concrete Drainage,2019-03-27,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,2.0,0.0,135.68988800048828,0
195,MREQ-14600-001025,14600,2019-03-25,Section 5,Material,Concrete Drainage,Not on List,60,Each,2.5,150.0,Concrete Drainage,2019-03-27,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,2.0,0.0,1479.5375366210938,0
196,MREQ-13189-001025,13189,2019-02-27,Core,Material,Not on List,Not on List,1,Each,377.5,378.0,Miscellaneous,2019-02-28,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound (Core),,122 - Entertainment,IMO Queue,Yes - Approve,Yes - Approve,REQ - Buyers,1.0,0.0,19779.141357421875,0
197,MREQ-5815-00500,5815,2018-08-30,Section 3,Material,"PPE, Small Tools and Consumables",Not on List,500,Each,0.85,425.0,Builders Merchants (General),2018-09-05,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,6.0,0.0,978.6569290161133,0
200,MREQ-5815-00500,5815,2018-08-30,Section 3,Material,"PPE, Small Tools and Consumables",Not on List,500,Each,2.75,1375.0,Builders Merchants (General),2018-09-05,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,6.0,0.0,978.6569290161133,0
201,MREQ-14527-001025,14527,2019-03-21,Section 4,Material,Not on List,Not on List,300,Each,4.97,1491.0,Builders Merchants (General),2019-03-28,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,CL4A - Structures (Culverts) 4A,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,0.0,978.6569290161133,0
203,MREQ-14527-001025,14527,2019-03-21,Section 4,Material,Not on List,Not on List,2,Each,97.14,194.28,Builders Merchants (General),2019-03-28,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,CL4A - Structures (Culverts) 4A,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,0.0,978.6569290161133,0
204,MREQ-13827-001025,13827,2019-03-12,Section 3,Material,Not on List,Not on List,1,Each,46589.0,46589.0,Miscellaneous,2019-03-12,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,102 - Compound running costs,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,0.0,0.0,19779.141357421875,1
209,MREQ-11916-001025,11916,2019-02-05,Section 2,Material,Not on List,Not on List,1,Each,3829.38,3829.38,Not Sure,2019-02-05,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM2 - Site Preliminaries,104 - Site Transport,Stores - Closed,Yes - Approve,Yes - Approve,Req - Buyers Group,0.0,0.0,2957.732177734375,1
212,MREQ-14757-001025,14757,2019-03-27,Core,Material,Not on List,Not on List,1,Each,15.84,16.0,Surveying Consumables,2019-03-27,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton (Core),PRLM - Preliminaries,151 - Prelims attendant Labour and Equipment,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers,0.0,0.0,2013.2405700683594,0
213,MREQ-14443-001025,14443,2019-03-21,Section 4,Material,Not on List,Not on List,1,Each,4495.0,4495.0,Miscellaneous,2019-03-29,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,BN18 - Swavesey NMU Bridge,1802 - Miscellaneous Metalwork,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,8.0,0.0,19779.141357421875,0
214,MREQ-14443-001025,14443,2019-03-21,Section 4,Material,Not on List,Not on List,1,Each,4996.0,4996.0,Miscellaneous,2019-03-29,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,BN22 - Structure BN22,1802 - Miscellaneous Metalwork,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,8.0,0.0,19779.141357421875,0
215,MREQ-14443-001025,14443,2019-03-21,Section 4,Material,Not on List,Not on List,1,Each,1375.0,1375.0,Miscellaneous,2019-03-29,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,BN18 - Swavesey NMU Bridge,1704 - Reinforcement for Structures,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,8.0,0.0,19779.141357421875,0
223,MREQ-14539-001025,14539,2019-03-22,Section 4,Material,Not on List,Not on List,1,Each ,42588.0,42588.0,Miscellaneous,2019-04-01,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,10.0,0.0,37094.7021484375,1
225,MREQ-14786-001025,14786,2019-03-27,Section 2,Material,Bagged,Building Sand Bulk Bag (938155),6,Each,32.74,196.0,Aggregate,2019-04-01,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,502 - Chambers & Gullies,Stores - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers,5.0,31.93011772632599,35.035595774650574,0
226,MREQ-14786-001025,14786,2019-03-27,Section 2,Material,Bagged,OP Cement Multicem Plastic Bag 25kg (210768),40,Each,3.56,142.0,Aggregate,2019-04-01,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,502 - Chambers & Gullies,Stores - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers,5.0,3.474161207675934,3.84298175573349,0
228,MREQ-14786-001025,14786,2019-03-27,Section 2,Material,Twinwall,Polypipe 150mm x 25m Ridgiflex  (877588),6,Each,145.0,870.0,Plastic Drainage,2019-04-01,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,502 - Chambers & Gullies,Stores - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers,5.0,145.0,145.0,0
235,MREQ-11681-001025,11681,2019-01-30,Section 3,Material,Not on List,Not on List,1,Each,600.0,600.0,Miscellaneous,2019-02-04,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,102 - Compound running costs,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,0.0,19779.141357421875,0
239,MREQ-5775-00466,5775,2018-08-29,Section 3,Material,Not on List,Not on List,1,Each,524.75,524.75,PPE,2018-08-31,Gate D - 1339643 - BN10 Via Main Compound Entrance,PLM3 - Site Preliminaries,103 - Staff  ,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,2.0,0.0,2104.5404663085938,0
251,MREQ-9776-001025,9776,2018-11-29,Section 4,Material,,Not on List,1,Each ,11.94,11.94,"Concrete Hard Landscaping (Kerbs, Slabs)",2018-12-12,RVP 411 - 1339640 - Dry Drayton Oakington Rd A14 J30 Westbound,SC4C - Roadworks - Dry Drayton to Girton,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,13.0,0.0,55.73402118682861,0
252,MREQ-9776-001025,9776,2018-11-29,Section 4,Material,,Not on List,1,Each,11.94,11.94,"Concrete Hard Landscaping (Kerbs, Slabs)",2018-12-05,RVP 411 - 1339640 - Dry Drayton Oakington Rd A14 J30 Westbound,SC4C - Roadworks - Dry Drayton to Girton,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,6.0,0.0,125807.83251953125,0
253,MREQ-9776-001025,9776,2018-11-29,Section 4,Material,,Not on List,1,Each,7.68,7.68,"Concrete Hard Landscaping (Kerbs, Slabs)",2018-12-12,RVP 411 - 1339640 - Dry Drayton Oakington Rd A14 J30 Westbound,SC4C - Roadworks - Dry Drayton to Girton,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,13.0,0.0,125807.83251953125,0
254,MREQ-9776-001025,9776,2018-11-29,Section 4,Material,,Not on List,1,Each,7.68,7.68,"Concrete Hard Landscaping (Kerbs, Slabs)",2018-12-12,RVP 411 - 1339640 - Dry Drayton Oakington Rd A14 J30 Westbound,SC4C - Roadworks - Dry Drayton to Girton,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,13.0,0.0,125807.83251953125,0
255,MREQ-9776-001025,9776,2018-11-29,Section 4,Material,,Not on List,16,Each,5.69,91.04,"Concrete Hard Landscaping (Kerbs, Slabs)",2018-12-12,RVP 411 - 1339640 - Dry Drayton Oakington Rd A14 J30 Westbound,SC4C - Roadworks - Dry Drayton to Girton,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,13.0,0.0,125807.83251953125,0
256,MREQ-9776-001025,9776,2018-11-29,Section 4,Material,,Not on List,48,Each,4.98,239.04,"Concrete Hard Landscaping (Kerbs, Slabs)",2018-12-12,RVP 411 - 1339640 - Dry Drayton Oakington Rd A14 J30 Westbound,SC4C - Roadworks - Dry Drayton to Girton,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,13.0,0.0,125807.83251953125,0
257,MREQ-9776-001025,9776,2018-11-29,Section 4,Material,,Not on List,40,Each,2.18,87.2,"Concrete Hard Landscaping (Kerbs, Slabs)",2018-12-12,RVP 411 - 1339640 - Dry Drayton Oakington Rd A14 J30 Westbound,SC4C - Roadworks - Dry Drayton to Girton,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,13.0,0.0,125807.83251953125,0
264,MREQ-10059-001025,10059,2018-12-06,Section 4,Material,Not on List,Not on List,1,Each,110.92,110.92,Miscellaneous,2018-12-14,RVP 427 - 1350307 - Girton - Accessed through A14 W/B towards A428 (on slip road),BN25 - Girton Interchange Bridge A,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,8.0,0.0,19779.141357421875,0
265,MREQ-10059-001025,10059,2018-12-06,Section 4,Material,Not on List,Not on List,1,Each,176.09,176.09,Miscellaneous,2018-12-14,RVP 427 - 1350307 - Girton - Accessed through A14 W/B towards A428 (on slip road),BN25 - Girton Interchange Bridge A,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,8.0,0.0,19779.141357421875,0
266,MREQ-10059-001025,10059,2018-12-06,Section 4,Material,Not on List,Not on List,2,Each,221.85,443.7,Miscellaneous,2018-12-14,RVP 427 - 1350307 - Girton - Accessed through A14 W/B towards A428 (on slip road),BN25 - Girton Interchange Bridge A,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,8.0,0.0,19779.141357421875,0
267,MREQ-10059-001025,10059,2018-12-06,Section 4,Material,Not on List,Not on List,1,Each,221.85,221.85,Miscellaneous,2018-12-14,RVP 427 - 1350307 - Girton - Accessed through A14 W/B towards A428 (on slip road),BN25 - Girton Interchange Bridge A,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,8.0,0.0,19779.141357421875,0
268,MREQ-10059-001025,10059,2018-12-06,Section 4,Material,Not on List,Not on List,1,Each,221.85,221.85,Miscellaneous,2018-12-14,RVP 427 - 1350307 - Girton - Accessed through A14 W/B towards A428 (on slip road),BN25 - Girton Interchange Bridge A,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,8.0,0.0,19779.141357421875,0
269,MREQ-9994-001025,9994,2018-12-05,Section 4,Material,Not on List,Not on List,1,Each,600.0,600.0,Professional Services,2018-12-07,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),PLM4 - Site Preliminaries,106 - Testing equipment and materials testing,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,18912.62744140625,0
270,MREQ-9992-001025,9992,2018-12-05,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,1,Each,4233.75,4233.75,PPE,2018-12-10,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,5.0,0.0,2104.5404663085938,1
272,MREQ-10025-001025,10025,2018-12-06,Section 3,Material,Not on List,Not on List,10,Each,285.0,2850.0,Miscellaneous,2018-12-10,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,PLM3 - Site Preliminaries,153a - Temporary Works - Site Infrastructure,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,0.0,19779.141357421875,0
273,MREQ-10025-001025,10025,2018-12-06,Section 3,Material,Not on List,Not on List,100,Each,11.35,1135.0,Miscellaneous,2018-12-10,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,PLM3 - Site Preliminaries,153a - Temporary Works - Site Infrastructure,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,0.0,19779.141357421875,0
276,MREQ-10056-001025,10056,2018-12-06,Section 4,Material,Not on List,Not on List,21640.23,Each,1.0,21640.23,Concrete Drainage,2019-01-18,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",SC4B - Roadworks - Robins Lane to Dry Drayton,503 - Headwalls and Outfall Works,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,43.0,0.0,1479.5375366210938,0
277,MREQ-10056-001025,10056,2018-12-06,Section 4,Material,Not on List,Not on List,21640.23,Each,1.0,21640.23,Concrete Drainage,2019-01-18,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",SC4B - Roadworks - Robins Lane to Dry Drayton,503 - Headwalls and Outfall Works,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,43.0,0.0,1479.5375366210938,0
279,MREQ-10067-001025,10067,2018-12-06,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,1,Each,187.63,187.63,Miscellaneous,2018-12-10,"RVP 418 - 1347987 - East of Jcn 29, A14 Eastbound",PLM4 - Site Preliminaries,151 - Prelims attendant Labour and Equipment,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,0.0,19779.141357421875,0
282,MREQ-10114-001025,10114,2018-12-07,Section 3,Material,Aggregate,Type 1,1300,Tonnes,16.0,20800.0,Aggregate,2018-12-13,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,606 - Import,Requestor - Buyers Pass Back,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,6.0,18.594700872898102,24.475752770900726,1
283,MREQ-10108-001025,10108,2018-12-07,Section 4,Material,Not on List,Not on List,2,Each,9.75,19.5,Plastic Drainage,2018-12-10,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,504 - Drainage and Service Ducts in Structures,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,3.0,0.0,389.84692001342773,0
284,MREQ-10108-001025,10108,2018-12-07,Section 4,Material,Not on List,Not on List,1,Each,336.95,336.95,Plastic Drainage,2018-12-10,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,504 - Drainage and Service Ducts in Structures,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,3.0,0.0,389.84692001342773,0
285,MREQ-10161-001025,10161,2018-12-10,Section 3,Material,Not on List,Not on List,1,Each,50.0,50.0,Miscellaneous,2018-12-11,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,152 - Attendant / General Plant,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,1.0,0.0,19779.141357421875,0
