,MREQ_Number,FFID,Date_and_Time_of_Request,Section,Order_Type,Item_Category,Item_Description,Quantity_Required,Unit,Unit_Price,Total_Cost,Category,Date_Required,Delivery_Location,Location_WBS,Activity_WBS,Current_Stage,Operational_Approval,Commercial_Approval,Buyer
76,MREQ-13758-001025,13758,2019-03-11 10:55:46,Core,Material,Not on List,Not on List,1,number,3061.08,3061.08,Professional Services,2019-03-11 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound (Core),WAOC - Working Areas overhead Costs,123 - Venue / Meeting Costs (Hotel Conf etc),Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
77,MREQ-18132-001025,18132,2019-05-28 14:22:08,Core,Material,Not on List,Not on List,110,people,58,6380,Miscellaneous,2019-07-01 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton (Core),WAOC - Working Areas overhead Costs,115 - Medical / 1st Aid,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
78,MREQ-21935-001025,21935,2019-08-07 11:14:46,Section 5,Material,Not on List,Not on List,1,SM,4778.45,4778.45,Miscellaneous,2019-08-12 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",BE25 - Impington Guided Busway Bridge Modifications,1701 - Insitu Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
79,MREQ-21985-001025,21985,2019-08-08 09:27:30,Core,Material,Not on List,Not on List,1,,10055,10055,Miscellaneous,2019-08-08 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound (Core),WAOC - Working Areas overhead Costs,122 - Entertainment,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
80,MREQ-5613-00416,5613,2018-08-24 09:23:19,Section 4,Material,Not on List,Not on List,6,Each ,3.35,20.1,Builders Merchants (General),2018-09-07 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),CL4B - Structures (Culverts) 4B,1802 - Miscellaneous Metalwork,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
81,MREQ-21933-001025,21933,2019-08-07 10:35:07,Section 4,Material,Not on List,Not on List,1,,1965,1965,Waste (General),2019-08-09 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),PLM4 - Site Preliminaries,153b - Temporary Works - Waste Removal,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
82,MREQ-21966-001025,21966,2019-08-07 17:43:24,Section 2,Material,Concrete Drainage,Not on List,1,,,0,Concrete Drainage,2019-08-26 00:00:00,"Gate 6 - 1340890 - Batching Plant, Buckden Rd Brampton PE19 5UH Brampton",SC2B - Roadworks - A14,503 - Headwalls and Outfall Works,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
83,MREQ-5613-00416,5613,2018-08-24 09:23:19,Section 4,Material,Not on List,Not on List,20,Each ,4.5,90,Builders Merchants (General),2018-09-07 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),CL4B - Structures (Culverts) 4B,1802 - Miscellaneous Metalwork,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
84,MREQ-5613-00416,5613,2018-08-24 09:23:19,Section 4,Material,Not on List,Not on List,20,Each,5.6,112,Builders Merchants (General),2018-09-07 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),CL4B - Structures (Culverts) 4B,1802 - Miscellaneous Metalwork,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
85,MREQ-5613-00416,5613,2018-08-24 09:23:19,Section 4,Material,Not on List,Not on List,20,Each,3.91,78.2,Builders Merchants (General),2018-09-07 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),CL4B - Structures (Culverts) 4B,1802 - Miscellaneous Metalwork,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
86,MREQ-22010-001025,22010,2019-08-08 14:27:48,Section 2,Material,"PPE, Small Tools and Consumables",Not on List,2,,,0,Concrete Accessories,2019-08-12 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,1104 - Footways and Paved Areas,Stores - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
87,MREQ-21981-001025,21981,2019-08-08 08:26:48,Section 4,Material,Ducting,Polypipe 94mm x 6m Black Ridgiduct (877654),100,Each,12.23,1223,Builders Merchants (General),2019-08-12 00:00:00,RVP 426 - Robins Lane A14 Eastbound (1339622),SC4A - Roadworks - Swavesey to Robins Lane,504 - Drainage and Service Ducts in Structures,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
88,MREQ-21981-001025,21981,2019-08-08 08:26:48,Section 4,Material,Ducting,Polypipe 94mm Ridgiduct Coupler (877674),100,Each,2.8,280,Builders Merchants (General),2019-08-12 00:00:00,RVP 426 - Robins Lane A14 Eastbound (1339622),SC4A - Roadworks - Swavesey to Robins Lane,504 - Drainage and Service Ducts in Structures,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
89,MREQ-21981-001025,21981,2019-08-08 08:26:48,Section 4,Material,Ducting,Not on List,1,pack,313.5,313.5,Builders Merchants (General),2019-08-12 00:00:00,RVP 426 - Robins Lane A14 Eastbound (1339622),SC4A - Roadworks - Swavesey to Robins Lane,504 - Drainage and Service Ducts in Structures,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
90,MREQ-5613-00416,5613,2018-08-24 09:23:19,Section 4,Material,Not on List,Not on List,22,Each ,22.62,497.64,Builders Merchants (General),2018-09-07 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),CL4B - Structures (Culverts) 4B,1802 - Miscellaneous Metalwork,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
91,MREQ-21991-001025,21991,2019-08-08 11:27:48,Core,Material,Not on List,Not on List,761.85,Each,1,761.85,,,,,,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
92,MREQ-5613-00416,5613,2018-08-24 09:23:19,Section 4,Material,Not on List,Not on List,1,Each ,325.5,325.5,Builders Merchants (General),2018-09-07 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),CL4B - Structures (Culverts) 4B,1802 - Miscellaneous Metalwork,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
93,MREQ-22064-001025,22064,2019-08-09 10:24:57,Section 3,Material,Not on List,Not on List,100,Anchor,,0,Fixings and Fasteners,2019-08-14 00:00:00,Gate D - 1339643 - BN10 Via Main Compound Entrance,BN06 - ECML Bridge,1701 - Insitu Concrete,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
94,MREQ-22064-001025,22064,2019-08-09 10:24:57,Section 3,Material,Not on List,Not on List,100,Screw,,0,Fixings and Fasteners,2019-08-14 00:00:00,Gate D - 1339643 - BN10 Via Main Compound Entrance,SC3A - Roadworks,1201 - Traffic Signs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
95,MREQ-22064-001025,22064,2019-08-09 10:24:57,Section 3,Material,Not on List,Not on List,2,Adapter,,0,Fixings and Fasteners,2019-08-14 00:00:00,Gate D - 1339643 - BN10 Via Main Compound Entrance,SC3A - Roadworks,1201 - Traffic Signs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
96,MREQ-21914-001025,21914,2019-08-07 07:33:08,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,30,ea,21.3,639,Ductile Drainage,2019-08-08 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
97,MREQ-22052-001025,22052,2019-08-09 07:43:22,Section 3,Material,Twinwall,Polypipe 300mm Ridgidrain Bend 90deg (878086),32,Each,52.76,1688.32,Plastic Drainage,2019-08-12 00:00:00,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,1102 - Combined Drainage and Kerb Units,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
98,MREQ-22052-001025,22052,2019-08-09 07:43:22,Section 3,Material,Concrete Drainage,Not on List,1,No.,153.46,153.46,Concrete Drainage,2019-08-12 00:00:00,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
99,MREQ-22052-001025,22052,2019-08-09 07:43:22,Section 3,Material,Aggregate,Type 1,400,Tonnes,21.65,8660,Aggregate,2019-08-12 00:00:00,"Gate J - BN12 & BN13, B1040 St Ives Rd, Off A14 Jcn 26 Westbound",SC3B - Roadworks,701 - Sub-base,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
100,MREQ-5613-00416,5613,2018-08-24 09:23:19,Section 4,Material,Not on List,Not on List,1,Hun ,34.09,34.09,Builders Merchants (General),2018-09-07 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),CL4B - Structures (Culverts) 4B,1802 - Miscellaneous Metalwork,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
101,MREQ-22089-001025,22089,2019-08-09 15:37:28,Section 5,Material,Not on List,Not on List,2,,56,112,Miscellaneous,2019-08-12 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Stores - Closed,,Yes - Approve,Req - S5 Buyers
102,MREQ-5137-0058,5137,2018-08-15 10:54:35,Section 3,Material,Plastic Drainage,Not on List,5,No,39.7,198.5,Plastic Drainage,2018-08-28 00:00:00,Gate C - 1339698 - BN07 (Offord Rd) via Logistics Yard Access,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
103,MREQ-5681-00445,5681,2018-08-28 12:07:47,Section 4,Material,Not on List,Not on List,18.147,tonne,538,9763.09,Rebar and Mesh,2018-09-04 00:00:00,RVP 405/407 - 1339623 - Robin's Lane A14 J28A Westbound,BN19 - Robins Lane Bridge,1704 - Reinforcement for Structures,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
104,MREQ-21937-001025,21937,2019-08-07 11:24:01,Section 5,Material,Geotextile,Tensar TX160 4m x 75m (150563),10,Each,535,5350,Geotextiles,2019-08-09 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,153a - Temporary Works - Site Infrastructure,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
105,MREQ-21937-001025,21937,2019-08-07 11:24:01,Section 5,Material,Geotextile,Terram 1000 4.5m x 100m 1-15 rolls (820795),5,Each,122.72,613.6,Geotextiles,2019-08-09 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,153a - Temporary Works - Site Infrastructure,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
106,MREQ-21937-001025,21937,2019-08-07 11:24:01,Section 5,Material,Not on List,Not on List,1,SUM,1340.75,1340.75,Not Sure,2019-08-12 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,504 - Drainage and Service Ducts in Structures,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
107,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,29,roll,177,5133,Blocks and Bricks,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
108,MREQ-5753,5753,2018-08-29 13:27:06,Section 4,Material,Not on List,Not on List,10000,,,0,Concrete Accessories,2018-09-05 00:00:00,RVP 427 - Girton - Accessed through A14 W/B towards A428 (on slip road),BN25 - Girton Interchange Bridge A,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
109,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,37,roll,131,4847,Blocks and Bricks,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
110,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,48,roll,188,9024,Blocks and Bricks,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
111,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,56,roll,215,12040,Blocks and Bricks,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
112,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,42,box,37,1554,Blocks and Bricks,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
113,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,39,roll,111.59,4352.01,Blocks and Bricks,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
114,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,1,each,107.5,107.5,Blocks and Bricks,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
115,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,750,each,42.96,32220,Blocks and Bricks,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
116,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,382,each,24.56,9381.92,Blocks and Bricks,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
117,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,2250,each,1.41,3172.5,Blocks and Bricks,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
118,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,2264,each,0.17,384.88,Blocks and Bricks,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
119,MREQ-5758-00463,5758,2018-08-29 13:49:17,Section 4,Material,Not on List,Not on List,6,,,0,Concrete Accessories,2018-09-11 00:00:00,RVP 427 - Girton - Accessed through A14 W/B towards A428 (on slip road),BN25 - Girton Interchange Bridge A,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
120,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,1146,each,0.71,813.66,Blocks and Bricks,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
121,MREQ-21778-001025,21778,2019-08-05 08:49:26,Section 4,Material,Not on List,Not on List,1,SUM,3150,3150,Miscellaneous,2019-08-16 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),BN22 - Structure BN22,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
122,MREQ-22135-001025,22135,2019-08-12 09:30:54,Section 1,Material,Not on List,Not on List,1,EACH,802.64,803,Miscellaneous,2019-08-12 00:00:00,Gate 1 - 1339601 - Main Compound Alconbury,PLM1 - Site Preliminaries,104 - Site Transport,Stores - Closed,Yes - Approve,Yes - Approve,Req - S1 Buyers
123,MREQ-22136-001025,22136,2019-08-12 09:32:31,Section 2,Material,Not on List,Not on List,1,EACH,3924.44,3924,Miscellaneous,2019-08-12 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM2 - Site Preliminaries,104 - Site Transport,Stores - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
124,MREQ-5033-0018,5033,2018-08-14 09:31:12,Section 4,Material,Misc,Kassel Bus Stop Kerb 435*314 (Priced Each Not Mtr),15,no,112.06,1645.43,"Concrete Hard Landscaping (Kerbs, Slabs)",2018-08-17 00:00:00,RVP 411 - 1339640 - Dry Drayton Oakington Rd A14 J30 Westbound,SC4C - Roadworks - Dry Drayton to Girton,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
125,MREQ-14554-001025,14554,2019-03-22 13:49:42,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,40,Each,,0,PPE,2019-03-27 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Operations Rejected,No - Reject,,Req - S5 Buyers
126,MREQ-14554-001025,14554,2019-03-22 13:49:42,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,5,Each,,0,PPE,2019-03-27 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Operations Rejected,No - Reject,,Req - S5 Buyers
127,MREQ-14554-001025,14554,2019-03-22 13:49:42,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,5,Each,,0,PPE,2019-03-27 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Operations Rejected,No - Reject,,Req - S5 Buyers
128,MREQ-14554-001025,14554,2019-03-22 13:49:42,Section 5,Material,"PPE, Small Tools and Consumables",Trouser Cargo Polycotton En471cl1 Saturn Short Ct01-y (302023),5,Each,13,65,PPE,2019-03-27 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Operations Rejected,No - Reject,,Req - S5 Buyers
129,MREQ-14554-001025,14554,2019-03-22 13:49:42,Section 5,Material,"PPE, Small Tools and Consumables",Trouser Cargo Polycotton En471cl1 Saturn Short Ct01-y (302023),10,Each,13,130,PPE,2019-03-27 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Operations Rejected,No - Reject,,Req - S5 Buyers
130,MREQ-14554-001025,14554,2019-03-22 13:49:42,Section 5,Material,"PPE, Small Tools and Consumables",Tape Measuring Pocket Spartan Pro 5mtr/1 (765565),5,Each,2.7,14,Small Tools (Consumables),2019-03-27 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Operations Rejected,No - Reject,,Req - S5 Buyers
131,MREQ-14554-001025,14554,2019-03-22 13:49:42,Section 5,Material,"PPE, Small Tools and Consumables",Tape Measuring Pocket Spartan Pro 7.5mtr/2 (765566),5,Each,5.77,29,Small Tools (Consumables),2019-03-27 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Operations Rejected,No - Reject,,Req - S5 Buyers
132,MREQ-14554-001025,14554,2019-03-22 13:49:42,Section 5,Material,"PPE, Small Tools and Consumables",Tape Measuring Pocket Spartan Pro 10mtr/3 (765567),5,Each,12.4,62,Small Tools (Consumables),2019-03-27 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Operations Rejected,No - Reject,,Req - S5 Buyers
133,MREQ-14554-001025,14554,2019-03-22 13:49:42,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,15,Each,,0,Small Tools (Consumables),2019-03-27 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Operations Rejected,No - Reject,,Req - S5 Buyers
134,MREQ-14554-001025,14554,2019-03-22 13:49:42,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,5,Each,,0,Small Tools (Consumables),2019-03-27 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Operations Rejected,No - Reject,,Req - S5 Buyers
135,MREQ-14554-001025,14554,2019-03-22 13:49:42,Section 5,Material,"PPE, Small Tools and Consumables",Brush Wire 4 Row Heavy Duty C/W Scraper Spartan Pro (504004),10,Each,0.86,9,Small Tools (Consumables),2019-03-27 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Operations Rejected,No - Reject,,Req - S5 Buyers
